material,exp_label,rA,rB,rX,nA,nB,nX,chiA,chiB,chiX,rB_rX_ratio,rA_rX_ratio,delta_chi_AX,delta_chi_BX,delta_chi_AO,delta_chi_BO,chi_AX_ratio,chi_BX_ratio,log_rA_rB_ratio,HOMO_A,HOMO_B,HOMO_X,LUMO_A,LUMO_B,LUMO_X,EA_A,EA_B,EA_X,IP_A,IP_B,IP_X,rS_A,rS_B,rS_X,rP_A,rP_B,rP_X,rD_A,rD_B,rD_X
RbZnF3,1.0,172.2,74.34,133.15,1.0,2.0,-1.0,0.82,1.65,3.98,0.556390977443609,1.2932330827067668,-3.16,-2.33,-2.62,-1.79,1.2061068702290076,1.3016759776536313,0.8434293836092832,-2.23129531,-5.977182470000003,-11.111416699999976,-0.6626547127478113,-1.1074028380152596,1.136681619020348,-0.5654554674099543,0.922398193658712,-4.336301480858267,4.153592876586776,9.889346728482574,19.391595983680425,231.42,110.68,40.44,324.0,166.61,37.4,240.1,29.97,143.19
GdScS3,1.0,121.17,74.11,184.4,3.0,3.0,-2.0,1.2,1.36,2.58,0.404891304347826,0.6016304347826087,-1.38,-1.22,-2.24,-2.08,0.6160714285714285,0.5865384615384615,0.3960247143290773,-2.8746633999999998,-3.2357286599999986,-7.00838179000003,-1.3761398572405408,-3.235728771077069,0.8145175879610062,1.325343534503421,0.2753302914535808,-2.847077729734469,6.0569064659121885,6.884657007341072,11.769320157021456,30.32,165.06,74.72999999999999,202.1,217.74,84.92999999999999,111.28,58.09,273.21
CsGeCl3,0.0,188.28,73.44,180.61,1.0,2.0,-1.0,0.79,2.01,3.16,0.4033149171270718,1.0386740331491713,-2.37,-1.1500000000000004,-2.65,-1.4300000000000002,0.8943396226415095,0.8041958041958044,0.945982521681558,-2.0859241200000014,-3.8949312500000026,-8.594666479999974,-0.4792429764515966,-3.894931383706377,0.0197235606770763,-0.5452966317296846,-0.9159627234370702,-3.935229981089612,3.8635765556284616,7.445211421588107,13.876021229339663,253.57,92.2,67.85000000000001,319.04,117.22,75.67,202.25,26.66,224.95
NaMgI3,0.0,139.25,72.45,219.49,1.0,2.0,-1.0,0.93,1.31,2.66,0.3272727272727272,0.6318181818181817,-1.73,-1.35,-2.51,-2.13,0.6892430278884463,0.6338028169014085,0.6578078141146367,-2.7445312200000007,-4.705333049999998,-7.083940510000032,-2.7445313142150973,-1.3065628048520797,0.2908709899851069,-0.7570217149871556,0.500356888176296,-3.4344351648747526,5.147636303709317,7.971349299642951,11.131355946143175,175.88,135.17999999999998,90.24,260.21000000000004,191.16,107.49,845.6800000000001,561.2099999999999,41.190000000000005
CsFeCl3,0.0,188.28,78.4,180.61,1.0,2.0,-1.0,0.79,1.83,3.16,0.430939226519337,1.0386740331491713,-2.37,-1.33,-2.65,-1.61,0.8943396226415095,0.8260869565217391,0.8797331361403574,-2.0859241200000014,-4.431945739999999,-8.594666479999974,-0.4792429764515966,-0.812293287884647,0.0197235606770763,-0.5452966317296846,-1.3037382507616442,-3.935229981089612,3.8635765556284616,7.470426106445764,13.876021229339663,253.57,133.01,67.85000000000001,319.04,193.65,75.67,202.25,38.15,224.95
KMnI3,0.0,164.19,82.83,219.49,1.0,2.0,-1.0,0.82,1.55,2.66,0.3772727272727272,0.7454545454545454,-1.8400000000000003,-1.11,-2.62,-1.89,0.7022900763358779,0.5873015873015874,0.6810258200276005,-2.318921259999999,-4.411136790000002,-7.083940510000032,-0.7664318763103054,-0.936468712147378,0.2908709899851069,-0.6361622968393374,-1.152247272554489,-3.4344351648747526,4.31357484707873,7.312724883033412,11.131355946143175,220.49,40.830000000000005,90.24,302.81,205.42,107.49,207.8,137.51,41.190000000000005
AgMgF3,1.0,152.13,72.45,133.15,1.0,2.0,-1.0,1.93,1.31,3.98,0.5413533834586466,0.962406015037594,-2.05,-2.67,-1.51,-2.13,1.357615894039735,1.2535211267605637,0.5753641449035619,-4.402160580000001,-4.705333049999998,-11.111416699999976,-0.2462930884548233,-1.3065628048520797,1.136681619020348,-1.4755869046631138,0.500356888176296,-4.336301480858267,7.75596378025508,7.971349299642951,19.391595983680425,132.41000000000005,135.17999999999998,40.44,190.44,191.16,37.4,54.86,561.2099999999999,143.19
CsCaF3,1.0,188.28,99.98,133.15,1.0,2.0,-1.0,0.79,1.0,3.98,0.7518796992481203,1.413533834586466,-3.19,-2.98,-2.65,-2.44,1.2037735849056603,1.221311475409836,0.6312717768418578,-2.0859241200000014,-3.766160950000002,-11.111416699999976,-0.4792429764515966,-1.9458476867976409,1.136681619020348,-0.5452966317296846,0.1499954621481116,-4.336301480858267,3.8635765556284616,6.309260154585895,19.391595983680425,253.57,179.84,40.44,319.04,231.02,37.4,202.25,67.61,143.19
RbSnI3,0.0,172.2,102.53,219.49,1.0,2.0,-1.0,0.82,1.96,2.66,0.5227272727272726,0.7818181818181817,-1.8400000000000003,-0.7000000000000002,-2.62,-1.48,0.7022900763358779,0.4729729729729731,0.402562348450203,-2.23129531,-3.6934392700000016,-7.083940510000032,-0.6626547127478113,-3.693439396789498,0.2908709899851069,-0.5654554674099543,-1.0130803347838755,-3.4344351648747526,4.153592876586776,6.875250052003975,11.131355946143175,231.42,106.59,90.24,324.0,135.54,107.49,240.1,46.940000000000005,41.190000000000005
LaYS3,0.0,136.19,89.9,184.4,3.0,3.0,-2.0,1.1,1.22,2.58,0.4891304347826087,0.7391304347826088,-1.48,-1.36,-2.34,-2.22,0.6324786324786326,0.6126126126126126,0.4128452154057869,-2.778124050000001,-2.518776380000004,-7.00838179000003,-2.7781241453682792,-2.5187764664653174,0.8145175879610062,-0.2216918666232401,0.1564045493718278,-2.847077729734469,5.8114999284947535,6.250735714575128,11.769320157021456,205.43,178.5,74.72999999999999,267.61,235.81,84.92999999999999,119.73,94.26,273.21
AgCdBr3,0.0,152.13,95.14,195.56,1.0,2.0,-1.0,1.93,1.69,2.96,0.4846938775510204,0.653061224489796,-1.03,-1.27,-1.51,-1.75,0.6821192052980133,0.7257142857142858,0.2981533723190764,-4.402160580000001,-5.657022910000005,-7.858438990000018,-0.2462930884548233,-1.1571185497219154,0.0551102718918419,-1.4755869046631138,0.9482623915387752,-3.6781509272527466,7.75596378025508,9.27193000127873,12.554312316976,132.41000000000005,123.55,75.14,190.44,179.66,88.34,54.86,51.92,22.81
PbAgF3,0.0,149.22,115.26,133.15,2.0,1.0,-1.0,2.33,1.93,3.98,0.8646616541353382,1.1203007518796992,-1.65,-2.05,-1.11,-1.51,1.4864864864864862,1.357615894039735,0.2590141775822091,-3.496077730000001,-4.402160580000001,-11.111416699999976,-3.4960778500144083,-0.2462930884548233,1.136681619020348,-0.8830451593257576,-1.4755869046631138,-4.336301480858267,6.576348032711487,7.75596378025508,19.391595983680425,103.96,132.41000000000005,40.44,140.49,190.44,37.4,56.76,54.86,143.19
CdCuCl3,0.0,131.4,77.48,180.61,2.0,1.0,-1.0,1.69,1.9,3.16,0.425414364640884,0.7237569060773481,-1.4700000000000002,-1.2600000000000002,-1.75,-1.54,0.8400000000000001,0.8181818181818183,0.5313919013474677,-5.657022910000005,-4.608164319999999,-8.594666479999974,-1.1571185497219154,-0.6024405606807606,0.0197235606770763,0.9482623915387752,-1.5474569751238811,-3.935229981089612,9.27193000127873,8.147436993683963,13.876021229339663,123.55,120.22,67.85000000000001,179.66,203.02,75.67,51.92,31.9,224.95
NaMnCl3,0.0,139.25,82.83,180.61,1.0,2.0,-1.0,0.93,1.55,3.16,0.4585635359116021,0.7679558011049723,-2.23,-1.61,-2.51,-1.89,0.8884462151394423,0.851851851851852,0.5156333253340938,-2.7445312200000007,-4.411136790000002,-8.594666479999974,-2.7445313142150973,-0.936468712147378,0.0197235606770763,-0.7570217149871556,-1.152247272554489,-3.935229981089612,5.147636303709317,7.312724883033412,13.876021229339663,175.88,40.830000000000005,67.85000000000001,260.21000000000004,205.42,75.67,845.6800000000001,137.51,224.95
CeTmS3,0.0,133.42,87.92,184.4,3.0,3.0,-2.0,1.12,1.25,2.58,0.4782608695652173,0.7282608695652174,-1.46,-1.33,-2.32,-2.19,0.6293103448275862,0.6073059360730594,0.4205029854727048,-2.5303330600000007,-3.153999099999999,-7.00838179000003,-2.5303331468620374,-1.0724057668138651,0.8145175879610062,0.0869328039854952,0.5222435779285232,-2.847077729734469,5.700526061695872,6.424661898518719,11.769320157021456,204.28,176.24,74.72999999999999,257.54,254.47,84.92999999999999,118.68,111.95,273.21
RbMnCl3,1.0,172.2,82.83,180.61,1.0,2.0,-1.0,0.82,1.55,3.16,0.4585635359116021,0.9502762430939226,-2.3400000000000003,-1.61,-2.62,-1.89,0.8931297709923665,0.851851851851852,0.7286538690168551,-2.23129531,-4.411136790000002,-8.594666479999974,-0.6626547127478113,-0.936468712147378,0.0197235606770763,-0.5654554674099543,-1.152247272554489,-3.935229981089612,4.153592876586776,7.312724883033412,13.876021229339663,231.42,40.830000000000005,67.85000000000001,324.0,205.42,75.67,240.1,137.51,224.95
KBaCl3,0.0,164.19,134.51,180.61,1.0,2.0,-1.0,0.82,0.89,3.16,0.7458563535911602,0.9060773480662982,-2.3400000000000003,-2.27,-2.62,-2.55,0.8931297709923665,0.8901960784313726,0.1945916493857687,-2.318921259999999,-3.22934977,-8.594666479999974,-0.7664318763103054,-2.0224315294266337,0.0197235606770763,-0.6361622968393374,0.1815487042226235,-3.935229981089612,4.31357484707873,5.363406047114364,13.876021229339663,220.49,219.67,67.85000000000001,302.81,266.14000000000004,75.67,207.8,131.01,224.95
CsPbI3,1.0,188.28,118.46,219.49,1.0,2.0,-1.0,0.79,2.33,2.66,0.5409090909090909,0.8545454545454544,-1.87,-0.33,-2.65,-1.11,0.7056603773584906,0.2972972972972972,0.4573184697184198,-2.0859241200000014,-3.496077730000001,-7.083940510000032,-0.4792429764515966,-3.4960778500144083,0.2908709899851069,-0.5452966317296846,-0.8830451593257576,-3.4344351648747526,3.8635765556284616,6.576348032711487,11.131355946143175,253.57,103.96,90.24,319.04,140.49,107.49,202.25,56.76,41.190000000000005
KMgCl3,0.0,164.19,72.45,180.61,1.0,2.0,-1.0,0.82,1.31,3.16,0.3977900552486187,0.9060773480662982,-2.3400000000000003,-1.85,-2.62,-2.13,0.8931297709923665,0.8685446009389672,0.8232003088081431,-2.318921259999999,-4.705333049999998,-8.594666479999974,-0.7664318763103054,-1.3065628048520797,0.0197235606770763,-0.6361622968393374,0.500356888176296,-3.935229981089612,4.31357484707873,7.971349299642951,13.876021229339663,220.49,135.17999999999998,67.85000000000001,302.81,191.16,75.67,207.8,561.2099999999999,224.95
NdLuS3,0.0,127.64,85.75,184.4,3.0,3.0,-2.0,1.14,1.27,2.58,0.4679347826086956,0.6902173913043478,-1.4400000000000002,-1.31,-2.3,-2.17,0.6260869565217393,0.6036866359447005,0.3886776750249063,-2.1210724900000018,-1.7533157500000005,-7.00838179000003,-2.121072562812813,-1.7533158101883548,0.8145175879610062,0.3586248253414548,0.3090144625889975,-2.847077729734469,5.776794692320843,5.26002856955933,11.769320157021456,200.25,162.29,74.72999999999999,272.22,232.06,84.92999999999999,117.44,97.53,273.21
CeLuS3,0.0,133.42,85.75,184.4,3.0,3.0,-2.0,1.12,1.27,2.58,0.4679347826086956,0.7282608695652174,-1.46,-1.31,-2.32,-2.17,0.6293103448275862,0.6036866359447005,0.4423303885172263,-2.5303330600000007,-1.7533157500000005,-7.00838179000003,-2.5303331468620374,-1.7533158101883548,0.8145175879610062,0.0869328039854952,0.3090144625889975,-2.847077729734469,5.700526061695872,5.26002856955933,11.769320157021456,204.28,162.29,74.72999999999999,257.54,232.06,84.92999999999999,118.68,97.53,273.21
RbFeF3,1.0,172.2,78.4,133.15,1.0,2.0,-1.0,0.82,1.83,3.98,0.5864661654135338,1.2932330827067668,-3.16,-2.15,-2.62,-1.61,1.2061068702290076,1.3354037267080745,0.7907856501238612,-2.23129531,-4.431945739999999,-11.111416699999976,-0.6626547127478113,-0.812293287884647,1.136681619020348,-0.5654554674099543,-1.3037382507616442,-4.336301480858267,4.153592876586776,7.470426106445764,19.391595983680425,231.42,133.01,40.44,324.0,193.65,37.4,240.1,38.15,143.19
LaLuS3,1.0,136.19,85.75,184.4,3.0,3.0,-2.0,1.1,1.27,2.58,0.4679347826086956,0.7391304347826088,-1.48,-1.31,-2.34,-2.17,0.6324786324786326,0.6036866359447005,0.4571454743023669,-2.778124050000001,-1.7533157500000005,-7.00838179000003,-2.7781241453682792,-1.7533158101883548,0.8145175879610062,-0.2216918666232401,0.3090144625889975,-2.847077729734469,5.8114999284947535,5.26002856955933,11.769320157021456,205.43,162.29,74.72999999999999,267.61,232.06,84.92999999999999,119.73,97.53,273.21
NaCuF3,1.0,139.25,72.62,133.15,1.0,2.0,-1.0,0.93,1.9,3.98,0.5488721804511277,1.045112781954887,-3.05,-2.08,-2.51,-1.54,1.2151394422310755,1.3506493506493509,0.6440144919823007,-2.7445312200000007,-4.608164319999999,-11.111416699999976,-2.7445313142150973,-0.6024405606807606,1.136681619020348,-0.7570217149871556,-1.5474569751238811,-4.336301480858267,5.147636303709317,8.147436993683963,19.391595983680425,175.88,120.22,40.44,260.21000000000004,203.02,37.4,845.6800000000001,31.9,143.19
RbMnBr3,0.0,172.2,82.83,195.56,1.0,2.0,-1.0,0.82,1.55,2.96,0.423469387755102,0.8775510204081632,-2.14,-1.41,-2.62,-1.89,0.816793893129771,0.746031746031746,0.7286538690168551,-2.23129531,-4.411136790000002,-7.858438990000018,-0.6626547127478113,-0.936468712147378,0.0551102718918419,-0.5654554674099543,-1.152247272554489,-3.6781509272527466,4.153592876586776,7.312724883033412,12.554312316976,231.42,40.830000000000005,75.14,324.0,205.42,88.34,240.1,137.51,22.81
KCaF3,1.0,164.19,99.98,133.15,1.0,2.0,-1.0,0.82,1.0,3.98,0.7518796992481203,1.2330827067669172,-3.16,-2.98,-2.62,-2.44,1.2061068702290076,1.221311475409836,0.494696241836107,-2.318921259999999,-3.766160950000002,-11.111416699999976,-0.7664318763103054,-1.9458476867976409,1.136681619020348,-0.6361622968393374,0.1499954621481116,-4.336301480858267,4.31357484707873,6.309260154585895,19.391595983680425,220.49,179.84,40.44,302.81,231.02,37.4,207.8,67.61,143.19
KCdF3,1.0,164.19,95.14,133.15,1.0,2.0,-1.0,0.82,1.69,3.98,0.7142857142857142,1.2330827067669172,-3.16,-2.29,-2.62,-1.75,1.2061068702290076,1.3085714285714285,0.5459895362236576,-2.318921259999999,-5.657022910000005,-11.111416699999976,-0.7664318763103054,-1.1571185497219154,1.136681619020348,-0.6361622968393374,0.9482623915387752,-4.336301480858267,4.31357484707873,9.27193000127873,19.391595983680425,220.49,123.55,40.44,302.81,179.66,37.4,207.8,51.92,143.19
CsSnBr3,1.0,188.28,102.53,195.56,1.0,2.0,-1.0,0.79,1.96,2.96,0.586734693877551,0.9591836734693876,-2.17,-1.0,-2.65,-1.48,0.8188679245283019,0.6756756756756757,0.4915098344666993,-2.0859241200000014,-3.6934392700000016,-7.858438990000018,-0.4792429764515966,-3.693439396789498,0.0551102718918419,-0.5452966317296846,-1.0130803347838755,-3.6781509272527466,3.8635765556284616,6.875250052003975,12.554312316976,253.57,106.59,75.14,319.04,135.54,88.34,202.25,46.940000000000005,22.81
BaSnS3,0.0,161.04,68.92,184.4,2.0,4.0,-2.0,0.89,1.96,2.58,0.3749999999999999,0.875,-1.69,-0.6200000000000001,-2.55,-1.48,0.6627450980392157,0.4189189189189189,0.8472978603872034,-3.22934977,-3.6934392700000016,-7.00838179000003,-2.0224315294266337,-3.693439396789498,0.8145175879610062,0.1815487042226235,-1.0130803347838755,-2.847077729734469,5.363406047114364,6.875250052003975,11.769320157021456,219.67,106.59,74.72999999999999,266.14000000000004,135.54,84.92999999999999,131.01,46.940000000000005,273.21
CsMnBr3,0.0,188.28,82.83,195.56,1.0,2.0,-1.0,0.79,1.55,2.96,0.423469387755102,0.9591836734693876,-2.17,-1.41,-2.65,-1.89,0.8188679245283019,0.746031746031746,0.8176013550333515,-2.0859241200000014,-4.411136790000002,-7.858438990000018,-0.4792429764515966,-0.936468712147378,0.0551102718918419,-0.5452966317296846,-1.152247272554489,-3.6781509272527466,3.8635765556284616,7.312724883033412,12.554312316976,253.57,40.830000000000005,75.14,319.04,205.42,88.34,202.25,137.51,22.81
CaZrS3,1.0,133.65,72.07,184.4,2.0,4.0,-2.0,1.0,1.33,2.58,0.3913043478260869,0.7282608695652174,-1.58,-1.25,-2.44,-2.11,0.6475409836065574,0.5924170616113744,0.6211736809348564,-3.766160950000002,-3.6022224400000007,-7.00838179000003,-1.9458476867976409,-3.602222563658176,0.8145175879610062,0.1499954621481116,-0.2714066713124998,-2.847077729734469,6.309260154585895,7.139550537079975,11.769320157021456,179.84,166.94,74.72999999999999,231.02,222.0,84.92999999999999,67.61,84.44,273.21
PbZrS3,0.0,149.22,72.07,184.4,2.0,4.0,-2.0,2.33,1.33,2.58,0.3913043478260869,0.8097826086956521,-0.25,-1.25,-1.11,-2.11,0.2252252252252252,0.5924170616113744,0.7272801869294039,-3.496077730000001,-3.6022224400000007,-7.00838179000003,-3.4960778500144083,-3.602222563658176,0.8145175879610062,-0.8830451593257576,-0.2714066713124998,-2.847077729734469,6.576348032711487,7.139550537079975,11.769320157021456,103.96,166.94,74.72999999999999,140.49,222.0,84.92999999999999,56.76,84.44,273.21
RbHgF3,1.0,172.2,103.04,133.15,1.0,2.0,-1.0,0.82,2.0,3.98,0.7669172932330827,1.2932330827067668,-3.16,-1.98,-2.62,-1.44,1.2061068702290076,1.375,0.522521663529182,-2.23129531,-6.807995810000004,-11.111416699999976,-0.6626547127478113,-0.952083492683411,1.136681619020348,-0.5654554674099543,1.3885838835805904,-4.336301480858267,4.153592876586776,10.679763451594113,19.391595983680425,231.42,116.75,40.44,324.0,173.51,37.4,240.1,61.58,143.19
KTiI3,0.0,164.19,85.67,219.49,1.0,2.0,-1.0,0.82,1.54,2.66,0.3909090909090909,0.7454545454545454,-1.8400000000000003,-1.12,-2.62,-1.9,0.7022900763358779,0.5894736842105264,0.6455191315706906,-2.318921259999999,-4.219539480000003,-7.083940510000032,-0.7664318763103054,-4.219539624849625,0.2908709899851069,-0.6361622968393374,-0.3138992857783973,-3.4344351648747526,4.31357484707873,7.119307230391988,11.131355946143175,220.49,154.67,90.24,302.81,206.03,107.49,207.8,51.94,41.190000000000005
RbCaCl3,1.0,172.2,99.98,180.61,1.0,2.0,-1.0,0.82,1.0,3.16,0.5524861878453039,0.9502762430939226,-2.3400000000000003,-2.16,-2.62,-2.44,0.8931297709923665,0.8852459016393444,0.5423242908253617,-2.23129531,-3.766160950000002,-8.594666479999974,-0.6626547127478113,-1.9458476867976409,0.0197235606770763,-0.5654554674099543,0.1499954621481116,-3.935229981089612,4.153592876586776,6.309260154585895,13.876021229339663,231.42,179.84,67.85000000000001,324.0,231.02,75.67,240.1,67.61,224.95
CsMnCl3,1.0,188.28,82.83,180.61,1.0,2.0,-1.0,0.79,1.55,3.16,0.4585635359116021,1.0386740331491713,-2.37,-1.61,-2.65,-1.89,0.8943396226415095,0.851851851851852,0.8176013550333515,-2.0859241200000014,-4.411136790000002,-8.594666479999974,-0.4792429764515966,-0.936468712147378,0.0197235606770763,-0.5452966317296846,-1.152247272554489,-3.935229981089612,3.8635765556284616,7.312724883033412,13.876021229339663,253.57,40.830000000000005,67.85000000000001,319.04,205.42,75.67,202.25,137.51,224.95
PbVS3,0.0,149.22,58.44,184.4,2.0,4.0,-2.0,2.33,1.63,2.58,0.3152173913043478,0.8097826086956521,-0.25,-0.9500000000000002,-1.11,-1.81,0.2252252252252252,0.5248618784530388,0.94350329539904,-3.496077730000001,-4.348428499999998,-7.00838179000003,-3.4960778500144083,-4.348428649274164,0.8145175879610062,-0.8830451593257576,-0.78074486180114,-2.847077729734469,6.576348032711487,7.169663669121636,11.769320157021456,103.96,148.18,74.72999999999999,140.49,205.66,84.92999999999999,56.76,47.59,273.21
ErScS3,1.0,100.41,74.11,184.4,3.0,3.0,-2.0,1.24,1.36,2.58,0.404891304347826,0.5771739130434783,-1.34,-1.22,-2.2,-2.08,0.6090909090909091,0.5865384615384615,0.3545249834223247,-3.1956924299999976,-3.2357286599999986,-7.00838179000003,-1.116046528311978,-3.235728771077069,0.8145175879610062,0.3640982624916961,0.2753302914535808,-2.847077729734469,6.339470940626883,6.884657007341072,11.769320157021456,26.96,165.06,74.72999999999999,255.11,217.74,84.92999999999999,111.71,58.09,273.21
TlPbI3,0.0,169.89,118.46,219.49,1.0,2.0,-1.0,1.62,2.33,2.66,0.5409090909090909,0.7727272727272726,-1.04,-0.33,-1.82,-1.11,0.5714285714285714,0.2972972972972972,0.3566749439387324,-2.36925177,-3.496077730000001,-7.083940510000032,-2.3692518513323906,-3.4960778500144083,0.2908709899851069,-0.1395649868243635,-0.8830451593257576,-3.4344351648747526,5.166986943295928,6.576348032711487,11.131355946143175,109.74,103.96,90.24,154.46,140.49,107.49,59.04,56.76,41.190000000000005
RbCoF3,1.0,172.2,74.25,133.15,1.0,2.0,-1.0,0.82,1.88,3.98,0.5601503759398496,1.2932330827067668,-3.16,-2.1,-2.62,-1.56,1.2061068702290076,1.3461538461538465,0.8366953514279392,-2.23129531,-4.433222810000001,-11.111416699999976,-0.6626547127478113,0.1435549649279978,1.136681619020348,-0.5654554674099543,-1.3590473276566433,-4.336301480858267,4.153592876586776,7.672566418386976,19.391595983680425,231.42,128.78,40.44,324.0,161.4,37.4,240.1,35.82,143.19
